,date,headline,source,polarity,subjectivity
548,7/2/2019 5:05:00 AM ,Saudi Arabia to raise 3 billion with debut euro debt sale  ,Reuters,0.0,0.0
549,7/2/2019 5:02:00 AM ,Britain tells China to honour Hong Kong freedoms  ,Reuters,0.0,0.0
550,7/2/2019 5:01:25 AM - ,Amazon.com: The Lilliputians Have Landed  ,InvestorPlace Media,0.0,0.0
581,7/2/2019 3:25:00 AM ,Italy ministry report says revoking Atlantia concession possible but risky  ,Reuters,0.0,1.0
604,7/2/2019 2:37:00 AM ,Credit Suisse wealth boss Khan quits in pursuit of top job  ,Reuters,0.5,0.5
825,7/1/2019 2:06:22 AM - ,Great Places Near the Mountains for Early Retirement  ,Kiplinger,0.3333333333333333,0.48333333333333334
0,7/3/2019 7:36:00 AM ,Deutsche Bank restructuring to cost up to $5.6 billion  ,Reuters,0.0,0.0
1,7/3/2019 7:29:27 AM - ,Sanofi a Top Ranked SAFE Dividend Stock With 3.9% Yield (SNY)  ,BNK Invest,0.5,0.5
2,7/3/2019 7:24:00 AM ,Walmart discussed selling clothing brands Bonobos and Modcloth- Vox  ,Reuters,0.0,0.0
3,7/3/2019 7:23:00 AM ,Canopy Growth co-CEO Bruce Linton to step down  ,Reuters,-0.15555555555555559,0.2888888888888889
4,7/3/2019 7:15:00 AM - ,Disruptor Alert: 3 Companies Changing the E-Commerce Landscape  ,Motley Fool,0.5,1.0
5,7/3/2019 7:14:00 AM ,"UK PM candidate Johnson says he backs Hong Kong people ""every inch of the way""  ",Reuters,0.0,0.0
6,7/3/2019 7:11:00 AM ,'Don't be evil': New Zealand tells Google on British backpacker case  ,Reuters,-0.2878787878787879,0.48484848484848486
7,7/3/2019 7:02:00 AM - ,Which Markets Are Best for Job Seekers?  ,Motley Fool,1.0,0.3
8,7/3/2019 7:01:00 AM ,India's L&T buys controlling stake in Mindtree  ,Reuters,0.0,0.0
10,7/3/2019 7:00:04 AM - ,Is VIPSX a Strong Bond Fund Right Now?  ,Zacks.com,0.35952380952380947,0.6345238095238095
11,7/3/2019 7:00:04 AM - ,Is WMFAX a Strong Bond Fund Right Now?  ,Zacks.com,0.35952380952380947,0.6345238095238095
12,7/3/2019 7:00:00 AM ,U.S. govt staff told treat Huawei as blacklisted-email  ,Reuters,0.0,0.0
13,7/3/2019 7:00:00 AM ,European markets bet Lagarde will embrace dovish policy as new ECB chief  ,Reuters,0.06818181818181818,0.22727272727272727
14,7/3/2019 6:59:00 AM ,"China has shown ""shortcomings"" in bid to contain African swine fever -cabinet  ",Reuters,0.0,0.0
15,7/3/2019 6:58:00 AM ,"No technocrat, Lagarde brings listening, diplomacy to ECB table  ",Reuters,0.0,0.0
16,7/3/2019 6:57:00 AM ,Lagarde ECB pick triggers euro-zone share rally as investors seek yield  ,Reuters,0.0,0.0
17,7/3/2019 6:56:00 AM - ,The J. M. Smucker Company Sees Hammer Chart Pattern: Time to Buy?  ,Zacks.com,0.0,0.0
18,7/3/2019 6:54:00 AM ,At least 44 killed as air strike hits Libya migrant detention centre  ,Reuters,-0.25,0.2
19,7/3/2019 6:39:00 AM ,Deutsche Telekom first to market in Germany with limited 5G rollout  ,Reuters,0.08928571428571429,0.23809523809523808
20,7/3/2019 6:36:00 AM - ,"A $1,000 Investment in Aurora, Canopy, Cronos, and HEXO at the Beginning of 2019 Is Worth This Much Today  ",Motley Fool,0.25,0.15000000000000002
21,7/3/2019 6:35:00 AM ,"Gold gains on growth worries, monetary easing bets  ",Reuters,0.0,0.0
22,7/3/2019 6:35:00 AM ,"PRECIOUS-Gold gains on growth worries, monetary easing bets  ",Reuters,0.0,0.0
23,7/3/2019 6:27:00 AM ,"India c.bank to regulate housing finance firms, review assets  ",Reuters,0.0,0.0
24,7/3/2019 6:27:00 AM - ,Tribune Publishing Company Sees Hammer Chart Pattern: Time to Buy?  ,Zacks.com,0.0,0.0
25,7/3/2019 6:20:00 AM ,Broadcom's Symantec swoop rests on tricky reboot  ,Reuters,0.0,0.0
26,7/3/2019 6:19:00 AM ,"Weak economic data, rate cut expectations dampen sterling  ",Reuters,-0.0875,0.4125
27,7/3/2019 6:17:00 AM ,Santander faces 100 mln euro claim over withdrawn CEO job offer  ,Reuters,0.0,0.0
28,7/3/2019 6:14:00 AM ,"Zimbabwe runs out of passports, adding to long list of shortages  ",Reuters,-0.05,0.4
29,7/3/2019 6:12:00 AM ,Hong Kong regulator bans former Goldman banker Leissner for life over 1MDB  ,Reuters,0.0,0.0
30,7/3/2019 6:12:00 AM ,Deutsche Telekom to launch 5G services in 6 German cities this year  ,Reuters,0.0,0.0
31,7/3/2019 6:03:00 AM ,"Chocolate maker Mars backs Ivory Coast, Ghana cocoa floor price  ",Reuters,0.0,0.0
32,7/3/2019 6:02:00 AM ,Mediaset is open to a ProSieben merger but says Europe plan comes first  ,Reuters,0.125,0.41666666666666663
33,7/3/2019 6:02:00 AM - ,How Shopping Around for a Mortgage Could Save You Thousands of Dollars  ,Motley Fool,0.0,0.0
34,7/3/2019 6:01:00 AM ,Marked drop in annual Turkish inflation opens door to rate cut  ,Reuters,0.1,0.6
35,7/3/2019 6:00:00 AM ,Premium prices attract small farmers back to coffee growing in Zimbabwe  ,Reuters,-0.125,0.2
36,7/3/2019 6:00:00 AM ,U.S. border surge eases but detention conditions grim  ,Reuters,-1.0,1.0
37,7/3/2019 6:00:00 AM - ,Student Loan Refinancing vs. Consolidation: What's the Difference?  ,Motley Fool,0.0,0.0
38,7/3/2019 5:52:00 AM ,Oil prices rise after U.S. crude stockpile drop  ,Reuters,-0.7,1.0
39,7/3/2019 5:51:00 AM ,FOREX-Rate cut bets pin dollar near 1-week lows vs yen; Swedish crown gleams  ,Reuters,0.1,0.4
40,7/3/2019 5:51:00 AM ,Rate cut bets pin dollar near 1-week lows vs yen; Swedish crown gleams  ,Reuters,0.1,0.4
41,7/3/2019 5:46:00 AM ,"Iran to boost uranium enrichment level, breaching nuclear pact -Rouhani  ",Reuters,0.0,0.0
42,7/3/2019 5:44:00 AM ,"UK economy shrinks as Brexit, global worries mount  ",Reuters,0.0,0.0
43,7/3/2019 5:43:00 AM ,EU states see considerable improvement in Italy's public finances  ,Reuters,0.05,0.25833333333333336
44,7/3/2019 5:42:00 AM ,Irish Brexit border issue cannot be solved by tech alone- former UK official  ,Reuters,0.0,0.0
45,7/3/2019 5:39:00 AM ,UK markets watchdog proposes retail ban on crypto derivatives  ,Reuters,0.0,0.0
46,7/3/2019 5:38:00 AM ,Orcel claims 100 mln euros from Santander in CEO job dispute  ,Reuters,0.0,0.0
47,7/3/2019 5:37:00 AM ,Baby boy of murdered pregnant woman in London has died  ,Reuters,0.3333333333333333,0.5
48,7/3/2019 5:33:00 AM ,"Stocks, currencies hit by trade angst, but lira gains  ",Reuters,0.0,0.0
49,7/3/2019 5:27:00 AM ,Euro zone June business growth slow as factories still faltering  ,Reuters,-0.30000000000000004,0.39999999999999997
50,7/3/2019 5:27:00 AM ,China criticises Britain for 'shameless' comments on Hong Kong  ,Reuters,0.0,0.0
51,7/3/2019 5:22:00 AM ,Naspers picks Mahanyele-Dabengwa as CEO for South Africa  ,Reuters,0.0,0.0
52,7/3/2019 5:19:00 AM ,Canada 'confident' U.S. raised issue of detained citizens with China  ,Reuters,0.5,0.8333333333333334
53,7/3/2019 5:15:00 AM ,"HP, Dell, other tech firms plan to shift production out of China  ",Reuters,-0.125,0.375
54,7/3/2019 5:10:00 AM ,Europe rallies as bond yields plough new lows  ,Reuters,0.13636363636363635,0.45454545454545453
55,7/3/2019 5:09:00 AM - ,MoviePass Is Dead. Long Live...Regal Unlimited?  ,Motley Fool,-0.125,0.4
56,7/3/2019 5:07:00 AM ,Energean takes lead in race to buy Edison's oil and gas unit  ,Reuters,0.0,0.0
57,7/3/2019 5:02:00 AM ,"GIC, Temasek set for muted returns on impact of trade war, slower growth  ",Reuters,0.0,0.0
58,7/3/2019 5:02:00 AM ,Africa growth outlook puts democrats on back foot  ,Reuters,0.0,0.0
59,7/3/2019 4:57:00 AM ,Hong Kong regulator bans former Goldman banker Leissner for life  ,Reuters,0.0,0.0
60,7/3/2019 4:56:00 AM ,Taiwan June exports seen falling for 8th month; inflation slows  ,Reuters,0.0,0.0
61,7/3/2019 4:53:00 AM ,European shares hit two-month high as EU picks Lagarde to head ECB  ,Reuters,0.08,0.26999999999999996
62,7/3/2019 4:45:00 AM ,Swiss gov't OKs regulatory approach for big banks  ,Reuters,0.0,0.1
63,7/3/2019 4:36:00 AM ,"At least 40 killed in strike on Libya migrant detention centre, official says  ",Reuters,-0.25,0.2
64,7/3/2019 4:27:00 AM ,FTSE 100 hits 10-month high as sterling weakens; Telford soars  ,Reuters,0.16,0.5399999999999999
65,7/3/2019 4:26:00 AM ,"Pound falls further, pressured by economic woe, rate cut expectations  ",Reuters,0.1,0.35
66,7/3/2019 4:21:00 AM ,GSK's HIV drug receives EU marketing nod  ,Reuters,0.0,0.0
67,7/3/2019 4:10:00 AM ,"FOREX-Bond yield slump hits dollar, pound; Swedish crown the exception  ",Reuters,0.0,0.0
68,7/3/2019 4:10:00 AM ,"Bond yield slump hits dollar, pound; Swedish crown the exception  ",Reuters,0.0,0.0
69,7/3/2019 4:02:00 AM ,"Turkey's annual consumer price inflation falls to 15.72% in June, matches forecast  ",Reuters,0.0,0.0
70,7/3/2019 4:02:00 AM ,"Russian rouble near two-week lows, MOEX hits new highs  ",Reuters,0.07878787878787878,0.28484848484848485
71,7/3/2019 3:54:00 AM ,BOJ policymaker sees no need for immediate easing  ,Reuters,0.0,0.0
72,7/3/2019 3:51:00 AM ,"Swedish central bank holds rates and forecast, but signals risks abroad  ",Reuters,0.0,0.25
73,7/3/2019 3:51:00 AM ,"Swedish c.bank holds rates and forecast, warns of risks abroad  ",Reuters,0.0,0.0
74,7/3/2019 3:48:00 AM ,Naspers appoints Mahanyele-Dabengwa to new CEO South Africa post  ,Reuters,0.13636363636363635,0.45454545454545453
75,7/3/2019 3:48:00 AM ,Swedish crown rallies as cbank holds policy tightening line  ,Reuters,0.0,0.0
76,7/3/2019 3:43:00 AM ,PRECIOUS-Gold gains as global trade worries lift safe-haven appetite  ,Reuters,0.0,0.0
77,7/3/2019 3:42:00 AM ,"Zimbabwe president says needs to import 800,000 tonnes of maize  ",Reuters,0.0,0.0
78,7/3/2019 3:41:00 AM ,"China's Centurium Capital raises over $2 bln from GIC, Temasek, others  ",Reuters,0.0,0.0
79,7/3/2019 3:34:31 AM - ,Validea Motley Fool Strategy Daily Upgrade Report - 7/3/2019  ,Validea,0.3,0.45
80,7/3/2019 3:34:25 AM - ,Validea Kenneth Fisher Strategy Daily Upgrade Report - 7/3/2019  ,Validea,0.0,0.0
81,7/3/2019 3:34:19 AM - ,Validea John Neff Strategy Daily Upgrade Report - 7/3/2019  ,Validea,0.0,0.0
82,7/3/2019 3:34:15 AM - ,Validea Joel Greenblatt Strategy Daily Upgrade Report - 7/3/2019  ,Validea,0.0,0.0
83,7/3/2019 3:34:09 AM - ,Validea James P. O'Shaughnessy Strategy Daily Upgrade Report - 7/3/2019  ,Validea,0.0,0.0
84,7/3/2019 3:34:04 AM - ,Validea David Dreman Strategy Daily Upgrade Report - 7/3/2019  ,Validea,0.0,0.0
85,7/3/2019 3:33:00 AM ,Turkey to double forex sales tax on individuals to 0.2%  ,Reuters,0.0,0.0
86,7/3/2019 3:33:00 AM ,"Global economy worries weigh on most of Gulf, Kuwait outperforms on MSCI upgrade  ",Reuters,0.25,0.25
87,7/3/2019 3:31:00 AM ,China stocks fall on fading trade truce bump; yuan weaker  ,Reuters,0.0,0.0
88,7/3/2019 3:30:00 AM ,China protests to Britain over Hunt's Hong Kong comments  ,Reuters,0.0,0.0
89,7/3/2019 3:30:00 AM ,At least 30 killed in hit on Tripoli migrant detention centre  ,Reuters,-0.25,0.2
90,7/3/2019 3:25:00 AM ,European shares slightly higher after EU picks France's Lagarde as ECB head  ,Reuters,0.125,0.25
91,7/3/2019 3:23:00 AM ,Hong Kong protests and China's tightening grip rattle business community  ,Reuters,0.0,0.0
92,7/3/2019 3:23:00 AM ,FTSE 100 hits 10-month high on weaker sterling; Telford soars  ,Reuters,0.16,0.5399999999999999
93,7/3/2019 3:21:00 AM ,Saudi Arabia raises 3 billion with debut euro bond  ,Reuters,0.0,0.0
94,7/3/2019 3:13:00 AM ,India's budget likely to hike spending to combat slumping growth  ,Reuters,0.0,1.0
95,7/3/2019 3:06:00 AM ,Synthomer to buy Omnova in $824 mln deal  ,Reuters,0.0,0.0
96,7/3/2019 3:04:00 AM ,Italy will not compensate Atlantia to end concession early  ,Reuters,0.1,0.3
97,7/3/2019 3:03:00 AM ,JD Sports says confident of meeting profit expectations  ,Reuters,0.5,0.8333333333333334
98,7/3/2019 3:03:00 AM ,"JD Sports counters retail gloom with global expansion, gym style push  ",Reuters,-0.06666666666666667,0.06666666666666667
99,7/3/2019 3:01:00 AM ,Qatar central bank says sells 600 million riyals of t-bills-  ,Reuters,0.0,0.25
100,7/3/2019 3:01:00 AM ,South Africa weighs new support measures for struggling Eskom  ,Reuters,0.13636363636363635,0.45454545454545453
101,7/3/2019 3:01:00 AM ,South Africa's rand slips as bulls favour caution  ,Reuters,0.0,0.0
102,7/3/2019 2:52:00 AM ,U.S.-based CBRE Group to buy Telford Homes for 267.4 mln pounds  ,Reuters,0.0,0.0
103,7/3/2019 2:52:00 AM ,CBRE to buy Telford Homes to tap into Britain's build-to-rent market  ,Reuters,0.0,0.0
104,7/3/2019 2:39:00 AM ,Serco agrees to 19 mln pound fine over electronic tagging fraud  ,Reuters,0.4166666666666667,0.5
105,7/3/2019 2:38:00 AM ,Australia's big banks get squeezed as cash rate drops to record low  ,Reuters,0.0,0.2
106,7/3/2019 2:27:00 AM ,South Africa's Afrimat pulls takeover bid for Universal Coal  ,Reuters,0.0,0.0
107,7/3/2019 2:25:00 AM ,Ferrexpo names MHA MacIntyre Hudson auditor  ,Reuters,0.0,0.0
108,7/3/2019 2:25:00 AM ,"Japan shares fall on profit-taking, REIT index hits highest in 3 years  ",Reuters,0.0,0.0
109,7/3/2019 2:24:00 AM ,Unite Group agrees $1.8 billion deal with CPPIB's Liberty Living  ,Reuters,0.0,0.0
110,7/3/2019 2:21:00 AM ,Offshore China govt bond holdings in June rise at fastest pace this year  ,Reuters,0.0,0.0
111,7/3/2019 2:19:00 AM ,Purplebricks says to pull out of U.S. business as loss widens  ,Reuters,0.0,0.0
112,7/3/2019 2:19:00 AM ,Purplebricks pays price for rapid expansion with U.S. exit  ,Reuters,0.0,0.0
113,7/3/2019 2:15:00 AM ,"Oil prices steady amid U.S. stockpile drop, OPEC supply cut extension  ",Reuters,0.16666666666666666,0.5
114,7/3/2019 2:10:00 AM ,Euro zone bond yields at new lows as EU picks France's Lagarde to head ECB  ,Reuters,0.13636363636363635,0.45454545454545453
115,7/3/2019 2:10:00 AM ,Russia's Otkritie bank files lawsuit against former owners - court filings  ,Reuters,0.0,0.0
116,7/3/2019 2:07:00 AM ,Sales at UK's Sainsbury's fall for third straight quarter  ,Reuters,0.1,0.2
117,7/3/2019 2:00:00 AM ,"Abandoned by the UAE, Sudan's Bashir was destined to fall  ",Reuters,0.0,0.0
118,7/3/2019 2:00:00 AM ,Tokyo's Nikkei share average closes down 0.53 pct  ,Reuters,-0.1527777777777778,0.34444444444444444
119,7/3/2019 1:50:00 AM ,Chinese private equity firm Centurium raises over $2 bln in debut fund  ,Reuters,-0.06666666666666667,0.25833333333333336
120,7/3/2019 1:45:16 AM - ,"U.S. Dollar Index Futures (DX) Technical Analysis – July 3, 2019 Forecast  ",FX Empire,0.0,0.1
121,7/3/2019 1:42:00 AM ,"Asia currencies grapple with growth, trade concerns; S.Korean won slides  ",Reuters,0.0,0.0
122,7/3/2019 1:38:00 AM ,Roche says one-dose Xofluza flu drug as good as older Tamiflu in kids  ,Reuters,0.4333333333333333,0.4666666666666667
123,7/3/2019 1:34:07 AM - ,S&P Makes It Two Record Closes in a Row  ,Zacks.com,0.0,0.0
124,7/3/2019 1:30:00 AM ,"Under pressure from Trump, OPEC embraces Putin  ",Reuters,0.0,0.0
125,7/3/2019 1:23:00 AM ,UK Stocks-Factors to watch on July 3  ,Reuters,0.0,0.0
126,7/3/2019 1:22:00 AM ,China stocks drop as trade deal hopes falter  ,Reuters,0.0,0.0
127,7/3/2019 1:21:00 AM ,"Hong Kong protests, Beijing's tightening grip rattle business community  ",Reuters,0.0,0.0
128,7/3/2019 1:13:00 AM ,Gold gains as renewed global trade worries boost safe haven sentiment  ,Reuters,0.25,0.25
129,7/3/2019 1:13:00 AM ,PRECIOUS-Gold gains as renewed global trade worries boost safe haven sentiment  ,Reuters,0.25,0.25
130,7/3/2019 1:13:00 AM ,Gold gains as global trade worries lift safe-haven appetite  ,Reuters,0.0,0.0
131,7/3/2019 1:07:00 AM ,Samsung Electronics' Q2 profit likely halved as Huawei woes worsen chip glut  ,Reuters,0.0,1.0
132,7/3/2019 1:06:00 AM ,JGBs track global peers higher as low risk appetite lifts bonds  ,Reuters,0.08333333333333333,0.26666666666666666
134,7/3/2019 1:00:00 AM ,Russia central bank to cut rates in small steps  ,Reuters,-0.125,0.325
135,7/3/2019 1:00:00 AM ,U.S. govt staff told to treat Huawei as blacklisted  ,Reuters,0.0,0.0
136,7/3/2019 1:00:00 AM ,"Despite Turkey's assurances, U.S. still eyes sanctions, F-35 exit  ",Reuters,0.0,0.0
138,7/3/2019 12:53:00 AM ,Yuan eases to 1-week low on Premier Li's dovish policy comments  ,Reuters,0.0,0.3
139,7/3/2019 12:39:00 AM ,"Australia's Woolworths to offload drinks, pubs units amid slot machine pressure  ",Reuters,0.0,0.0
140,7/3/2019 12:25:00 AM ,"""Difficulties on the road to AI”: man pours water on Baidu chief at conference  ",Reuters,0.0,0.0
141,7/3/2019 12:09:00 AM ,Mexico power utility seeking $899 mln in pipeline dispute; firms to talk  ,Reuters,0.0,0.0
142,7/2/2019 11:58:00 PM ,China vows to raise recycling rates of rural plastic mulch  ,Reuters,0.0,0.0
143,7/2/2019 11:55:00 PM - ,US-China Truce Talks Begin: ETFs to Shine  ,Zacks.com,0.0,0.0
144,7/2/2019 11:45:00 PM ,Australia's export boom boosts government's fiscal firepower  ,Reuters,0.0,0.0
145,7/2/2019 11:40:00 PM ,Eva Air cancels hundreds more flights as cabin crew strike drags on  ,Reuters,0.5,0.5
146,7/2/2019 11:32:00 PM ,Energy distributor UGI to buy some assets of Columbia Midstream for $1.28 bln  ,Reuters,0.0,0.0
147,7/2/2019 11:30:00 PM ,U.S. retail vacancy rates down marginally in second quarter: Reis  ,Reuters,-0.07777777777777779,0.14444444444444446
148,7/2/2019 11:29:00 PM ,"Australia, NZ dollars get respite as US$ feels the yield pain  ",Reuters,0.0,0.0
149,7/2/2019 11:23:00 PM ,"Dollar struggles as U.S. yields fall, dovish BoE weighs on pound  ",Reuters,0.0,0.0
151,7/2/2019 11:12:00 PM ,Nexon suitors must clear three tough levels to win  ,Reuters,0.1703703703703704,0.5388888888888889
152,7/2/2019 11:05:00 PM ,"Going for growth, India set to borrow more  ",Reuters,0.5,0.5
153,7/2/2019 11:02:00 PM ,S.Korea eyes investing $854 mln annually in chip supply chain after Japan's export curbs  ,Reuters,0.0,0.0
154,7/2/2019 11:00:00 PM - ,Why Stratasys Stock Soared 63% in the First Half of 2019  ,Motley Fool,0.04166666666666667,0.25
155,7/2/2019 10:54:04 PM - ,It’s Risk Off Early as Focus Shifts to Service Sector PMIs Numbers  ,FX Empire,0.1,0.3
156,7/2/2019 10:53:00 PM ,Soccer-Brazil beat Argentina 2-0 to reach Copa America final  ,Reuters,0.0,1.0
157,7/2/2019 10:52:00 PM ,KKR puts fresh eyes on Japanese conglomerates  ,Reuters,0.15,0.25
158,7/2/2019 10:51:00 PM ,Asian shares weaken as trade optimism fades  ,Reuters,0.0,0.0
159,7/2/2019 10:48:00 PM ,"Oil prices steady on extended supply cuts, U.S. stocks draw  ",Reuters,0.16666666666666666,0.5
160,7/2/2019 10:43:00 PM ,"BOJ policymaker vows to keep rates ultra-low, frets over weak inflation  ",Reuters,-0.375,0.625
161,7/2/2019 10:40:00 PM ,"Japan shares dip on profit-taking, REIT index hits highest in 3-years  ",Reuters,0.0,0.0
162,7/2/2019 10:37:00 PM - ,Why Shares of Triumph Group Nearly Doubled in the First Half of 2019  ,Motley Fool,0.06111111111111111,0.3
163,7/2/2019 10:33:00 PM ,"Lee Iacocca, auto executive who saved Chrysler from bankruptcy, dies at 94  ",Reuters,0.0,0.0
164,7/2/2019 10:31:00 PM ,Thai PTT's trading arm buys LNG on free-on-board basis for 1st time  ,Reuters,0.0,0.0
165,7/2/2019 10:23:56 PM - ,How to Start an IRA  ,Motley Fool,0.0,0.0
166,7/2/2019 10:15:00 PM ,China's top paper warns 'turbulence' could hurt Hong Kong's economy  ,Reuters,0.5,0.5
167,7/2/2019 10:09:00 PM ,Energy distributor UGI's unit to acquire Columbia Midstream for $1.28 bln  ,Reuters,0.0,0.0
168,7/2/2019 9:55:00 PM ,"Gold hits 1-wk peak; global trade woes, lower U.S. yields support  ",Reuters,0.0,0.0
169,7/2/2019 9:55:00 PM ,"PRECIOUS-Gold hits 1-wk peak; global trade woes, lower U.S. yields support  ",Reuters,0.0,0.0
170,7/2/2019 9:46:00 PM ,Cuba studying cryptocurrency as part of economic crisis measures  ,Reuters,0.2,0.2
171,7/2/2019 9:36:00 PM - ,How SunPower Can Continue Its Hot Streak  ,Motley Fool,0.25,0.8500000000000001
172,7/2/2019 9:22:00 PM ,Brazil searches Sembcorp Marine shipyard in graft probe  ,Reuters,0.0,0.0
173,7/2/2019 9:22:00 PM ,"Brazil searches Sembcorp Marine shipyard in graft probe, shares tumble  ",Reuters,0.0,0.0
174,7/2/2019 9:12:00 PM ,S.Korea cuts growth views as trade war batters exports  ,Reuters,0.0,0.0
175,7/2/2019 9:11:00 PM ,Asian shares subdued as trade enthusiasm ebbs  ,Reuters,0.0,0.0
176,7/2/2019 9:02:00 PM - ,Tesla's Vehicle Deliveries Soar  ,Motley Fool,0.0,0.0
177,7/2/2019 8:59:00 PM ,"FOREX-Dollar hobbled by lower U.S. yields, pound sags on dovish BoE  ",Reuters,0.0,0.0
178,7/2/2019 8:59:00 PM ,"Oil edges up after steep fall; OPEC cuts, stocks draw support  ",Reuters,0.0,0.0
179,7/2/2019 8:46:00 PM ,Mexico says migrant apprehensions at U.S. border down 30% in June from May  ,Reuters,-0.15555555555555559,0.2888888888888889
180,7/2/2019 8:40:00 PM - ,"After Hours: Tesla Deliveries Surge, Alphabet's Waymo Gets a Green Light  ",Motley Fool,0.1,0.5
181,7/2/2019 8:30:00 PM ,"Hoping to boost spending, Japan tries to sell shoppers on cashless purchases  ",Reuters,-0.1,0.4
182,7/2/2019 8:28:00 PM ,"China faces extreme weather as temperatures rise, more rain falls -govt forecasters  ",Reuters,0.1875,0.75
183,7/2/2019 8:27:00 PM ,Brazil searches Sembcorp Marine shipyard in graft investigations  ,Reuters,0.0,0.0
184,7/2/2019 8:19:00 PM ,China Stocks-Factors to watch on Wednesday  ,Reuters,0.0,0.0
185,7/2/2019 8:12:00 PM ,Broadcom in advanced talks to buy Symantec  ,Reuters,0.4,0.6
186,7/2/2019 8:10:00 PM ,S.Korea cuts growth views as trade falls on U.S.-China trade war  ,Reuters,0.0,0.0
187,7/2/2019 8:00:00 PM ,Tokyo's Nikkei share average opens down 0.32 pct  ,Reuters,-0.1527777777777778,0.34444444444444444
188,7/2/2019 8:00:00 PM - ,How Oxford Industries Is Beating Tariffs  ,Motley Fool,0.0,0.0
189,7/2/2019 7:56:00 PM ,Wanted militant blows himself up in Tunisian capital  ,Reuters,0.0,0.0
190,7/2/2019 7:52:00 PM ,Former head of Australia's Sirtex pleads guilty to insider trading  ,Reuters,-0.25,0.5
191,7/2/2019 7:52:00 PM - ,NVIDIA's De Facto Price Cut Sets Up a Battle With AMD  ,Motley Fool,0.0,0.0
192,7/2/2019 7:51:00 PM ,"At least 40 killed in strike on Tripoli migrant detention centre,  ",Reuters,-0.25,0.2
193,7/2/2019 7:51:00 PM ,"Air strike hits Tripoli migrant detention centre, kills 40  ",Reuters,0.0,0.0
194,7/2/2019 7:51:00 PM - ,Airlines' Growth on Hawaii Routes Is Set to Slow  ,Motley Fool,-0.30000000000000004,0.39999999999999997
195,7/2/2019 7:47:00 PM ,Venezuela's Maduro promotes dialogue with opposition after Guaido dismisses talks  ,Reuters,0.0,0.0
196,7/2/2019 7:45:00 PM - ,Crypto News: Square to Accept Bitcoin Deposits; TD Ameritrade-Backed Trading Platform Receives License  ,Motley Fool,0.0,0.0
197,7/2/2019 7:44:00 PM - ,Nike Breaks Down Another Record Quarter  ,Motley Fool,-0.15555555555555559,0.2888888888888889
198,7/2/2019 7:41:00 PM ,"Australia's Woolworths to spin off drinks, hospitality business  ",Reuters,0.0,0.0
199,7/2/2019 7:41:00 PM ,"Australia's Woolworths to spin off drinks, hospitality units in shift to core business  ",Reuters,0.0,0.0
200,7/2/2019 7:40:00 PM ,Chinese state media warns conflicts could hurt Hong Kong economy  ,Reuters,0.0,0.0
201,7/2/2019 7:39:00 PM ,U.S. judge to slash $80 million Roundup jury verdict-court hearing  ,Reuters,0.0,0.0
202,7/2/2019 7:34:00 PM ,Air strike on migrant detention centre in Libyan capital kills 40  ,Reuters,0.0,0.0
203,7/2/2019 7:25:00 PM ,Australia's Vocus Group divides ops into 3 businesses amidst turnaround plan  ,Reuters,0.0,0.0
204,7/2/2019 7:25:00 PM ,Australia's Vocus splits ops into 3 units after suitors balk at entire firm  ,Reuters,-0.1,0.5125
205,7/2/2019 7:17:02 PM - ,The Best First-Half in 2 Decades … What Now?  ,InvestorPlace Media,1.0,0.3
206,7/2/2019 7:08:00 PM ,Broadcom said to be in advanced talks to buy Symantec - Bloomberg reporter  ,Reuters,0.4,0.6
207,7/2/2019 7:05:00 PM ,Air strike hits detention centre for migrants in suburb of Libyan capital  ,Reuters,0.0,0.0
208,7/2/2019 7:01:00 PM ,Uber Eats courts smaller European restaurants with new offer  ,Reuters,0.04545454545454545,0.3181818181818182
209,7/2/2019 7:01:00 PM ,"As Britain's PM, Johnson vows to launch review of ""sin taxes""  ",Reuters,0.0,0.0
210,7/2/2019 7:00:00 PM ,"Amazon to add over 2,000 jobs in Britain this year  ",Reuters,0.0,0.0
211,7/2/2019 6:59:00 PM ,No casualties as Tunisia security forces kill man wearing explosive belt  ,Reuters,0.0,0.0
212,7/2/2019 6:56:00 PM ,"U.S., Germany slam China at U.N. Security Council over Xinjiang -diplomats  ",Reuters,0.0,0.0
213,7/2/2019 6:43:00 PM ,Australia's Woolworths to demerge drinks and hospitality business after combining them  ,Reuters,0.0,0.0
214,7/2/2019 6:41:00 PM ,Australia's Vocus Groups divides operations into three independent businesses  ,Reuters,0.0,0.125
215,7/2/2019 6:33:00 PM ,Trump announces nominees to fill two vacant Fed seats  ,Reuters,0.0,0.0
216,7/2/2019 6:33:00 PM ,Trump says he will nominate Christopher Waller to Fed seat  ,Reuters,0.0,0.0
217,7/2/2019 6:32:00 PM ,Argentina GDP to drop 1.4 pct in 2019 -central bank poll  ,Reuters,0.0,0.25
218,7/2/2019 6:27:00 PM ,Nigeria will sign Africa free trade agreement -presidency  ,Reuters,0.4,0.8
219,7/2/2019 6:25:00 PM - ,Mexican energy E&P Vista Oil & Gas files for a $100 million US IPO  ,Renaissance Capital,0.0,0.0
220,7/2/2019 6:18:00 PM - ,Five Runaway Breakout Stocks to Buy  ,Zacks.com,0.0,0.0
221,7/2/2019 6:17:00 PM - ,5 Things Nike Management Wants You to Know  ,Motley Fool,0.2,0.1
